PK_COD_ENTIDADE,NO_ENTIDADE,MAT_CRECHE,MAT_PRE,MAT_FUND,MAT_MEDIO
33079153,0817506 CIEP OLOF PALME,0,76,450,0
33079161,0817503 CIEP PADRE PAULO CORREA DE SA,0,120,452,0
33079170,0817508 CIEP POETA CRUZ E SOUSA,0,104,328,0
33079188,0817502 CIEP PROFESSORA CELIA MARTINS MENNA BARRETO,0,95,265,0
33079196,0833504 CIEP FRANCISCO SOLANO TRINDADE,0,144,271,0
33079200,0833503 CIEP THOMAS JEFFERSON,0,106,451,0
33079218,0817207 CIEP VILA KENNEDY,0,149,529,0
33079250,COLEGIO BRASIL CROACIA,0,4,146,0
33079315,COL DE APLICACAO DR PAULO GISSONI,0,0,109,530
33079323,CE STUART EDGAR ANGEL JONES,0,0,0,1238
33079331,CE AGOSTINHO NETO,0,0,0,249
33079340,CE BANGU,0,0,0,1629
33079358,CE COLLECCHIO,0,0,0,1590
33079366,CE JORGE ZARUR,0,0,0,377
33079374,CE LEOPOLDINA DA SILVEIRA,0,0,0,1502
33079382,CE NICARAGUA,0,0,0,446
33079390,CE PROFESSOR DALTRO SANTOS,0,0,0,673
33079404,CE REPUBLICA DE MOCAMBIQUE,0,0,0,147
33079579,COLEGIO PRESIDENTE KENNEDY,20,36,301,47
33079595,COL REALENGO,38,55,393,513
33079617,COLEGIO RIO DA PRATA,10,34,181,56
33079625,COLEGIO SOUZA LIMA,9,8,194,96
33079633,CE ANGENOR DE OLIVEIRA CARTOLA,0,0,0,0
33079668,CE BARONESA DE SAAVEDRA,0,0,0,0
33079692,CE CRISTOVAO COLOMBO,0,0,0,0
33079706,CE DALVA DE OLIVEIRA,0,0,0,214
33079714,CE ENGENHEIRO JOAO THOME,0,0,0,302
33079722,CE ESTADO DE ISRAEL,0,0,0,0
33079803,CE MARIETA CUNHA DA SILVA,0,0,0,544
33079811,CE MILTON CAMPOS,0,0,0,145
33079820,CE MOACYR PADILHA,0,0,0,301
33079838,CE HENRIQUE DE SOUZA FILHO HENFIL,0,0,0,0
33079900,CE RAMIZ GALVAO,0,0,0,201
33079935,CE ROBERTO BURLE MARX,0,0,0,0
33079943,CE JOAO SALIM MIGUEL,0,0,0,627
33079951,ESCOLA ADRIANO,1,7,93,13
33079960,ESC ADVENTISTA DE PADRE MIGUEL,0,84,539,117
33079978,ESC AGOSTINHO CUNHA,0,0,0,36
33080011,0817602 CRECHE MUNICIPAL VILA PROGRESSO,125,0,0,0
33080038,0833005 ESCOLA MUNICIPAL ESC ESP MARECHAL MASCARENHAS DE MORAES,0,0,55,0
33080054,0817041 ESCOLA MUNICIPAL ABRAHAO JABOUR,0,0,819,0
33080062,0833012 ESCOLA MUNICIPAL ALVARO ALVIM,0,0,275,0
33080070,0817056 ESCOLA MUNICIPAL ANNA AMELIA QUEIROZ CARNEIRO DE MENDONCA,0,0,436,0
33080089,0817012 ESCOLA MUNICIPAL ANTONIO AUSTRAGESILO,0,0,507,0
33080097,0817029 ESCOLA MUNICIPAL ANTONIO BANDEIRA,0,54,148,0
33080119,0833015 ESCOLA MUNICIPAL ARACY MUNIZ FREIRE,0,198,67,0
33080127,0817045 ESCOLA MUNICIPAL ARIENA VIANNA DA SILVA,0,102,311,0
33080135,0817080 ESCOLA MUNICIPAL ASTROJILDO PEREIRA,0,24,307,0
33080143,0833039 ESCOLA MUNICIPAL ATILA NUNES,0,0,149,0
33080151,0833029 ESCOLA MUNICIPAL AZUL E BRANCO,0,0,530,0
33080160,0817047 ESCOLA MUNICIPAL BANGU,0,0,343,0
33080178,0833035 ESCOLA MUNICIPAL BARONESA DE SAAVEDRA,0,28,338,0
33080186,0817810 EDI VILA DO VINTEM,224,0,0,0
33080194,0833010 ESCOLA MUNICIPAL CAMPO DOS AFONSOS,0,0,456,0
33080208,0833037 ESCOLA MUNICIPAL CARLOS MAUL,0,0,278,0
33080216,0833803 EDI FREI ORLANDO,109,141,0,0
33080224,0833021 ESCOLA MUNICIPAL CORONEL CORSINO DO AMARANTE,0,44,360,0
33080232,0817081 ESCOLA MUNICIPAL CORONEL JOSE GOMES MOREIRA,0,0,498,0
33080240,0833009 ESCOLA MUNICIPAL CEL PM FLAVIO MARTINS ALBUQUERQUE,0,47,249,0
33080259,0833014 ESCOLA MUNICIPAL CHURCHILL,0,0,356,0
33080267,0817013 ESCOLA MUNICIPAL COLLECHIO,0,52,327,0
33080275,0817014 ESCOLA MUNICIPAL COMENIUS,0,0,357,0
33080283,0833006 ESCOLA MUNICIPAL CONDESSA PEREIRA CARNEIRO,0,116,39,0
33080291,0817015 ESCOLA MUNICIPAL CONSELHEIRO ZACARIAS DE GOIS,0,47,301,0
33080305,0833020 ESCOLA MUNICIPAL CORINTHO DA FONSECA,0,0,470,0
33080313,0833045 ESCOLA MUNICIPAL COSTA DO MARFIM,0,0,478,0
33080321,0833033 ESCOLA MUNICIPAL DALVA DE OLIVEIRA,0,0,325,0
33080330,0817030 ESCOLA MUNICIPAL DIAS MARTINS,0,50,211,0
33080348,0817026 ESCOLA MUNICIPAL ACAO CRISTA VICENTE MORETTI,0,0,66,0
33080356,0817078 ESCOLA MUNICIPAL EDSON CARNEIRO,0,0,328,0
33080364,0833044 ESCOLA MUNICIPAL EDUARDO DE ALMEIDA CARDOSO,0,228,0,0
33080372,0817048 ESCOLA MUNICIPAL ENGENHEIRO JOAO THOME,0,0,754,0
33080380,0817031 ESCOLA MUNICIPAL ENGENHEIRO PIRES DO RIO,0,97,312,0
33080399,0833004 ESCOLA MUNICIPAL ENGENHEIRO LAFAYETTE DE ANDRADE,0,0,259,0
33080402,0817032 ESCOLA MUNICIPAL ERNESTO FRANCISCONE,0,103,517,0
33080410,0833038 ESCOLA MUNICIPAL ESTADO DE ISRAEL,0,0,173,0
33080429,0817049 ESCOLA MUNICIPAL EUZEBIO DE QUEIROZ,0,56,180,0
33080437,0817043 ESCOLA MUNICIPAL EVARISTO DE MORAES,0,0,471,0
33080445,0817044 ESCOLA MUNICIPAL FERNANDO MAXIMILIANO,0,159,526,0
33080453,0817008 ESCOLA MUNICIPAL FREI VICENTE DO SALVADOR,0,177,217,0
33080461,0833028 ESCOLA MUNICIPAL GABRIEL SOARES DE SOUZA,0,194,0,0
33080470,0817075 ESCOLA MUNICIPAL GENERAL TASSO FRAGOSO,0,0,595,0
33080488,0817016 ESCOLA MUNICIPAL GETULIO VARGAS,0,0,507,0
33080496,0833025 ESCOLA MUNICIPAL GIL VICENTE,0,0,477,0
33080500,0817058 ESCOLA MUNICIPAL GUILHERME DA SILVEIRA,0,80,207,0
33080518,0833017 ESCOLA MUNICIPAL GUIMARAES ROSA,0,0,218,0
33080526,0817033 ESCOLA MUNICIPAL HENRIQUE DA SILVA FONTES,0,0,247,0
33080534,0817027 ESCOLA MUNICIPAL HENRIQUE DE MAGALHAES,0,0,325,0
33080542,0833030 ESCOLA MUNICIPAL JACQUES RAIMUNDO,0,0,288,0
33080550,0817809 EDI REPUBLICA ARABE UNIDA,45,181,0,0
33080569,0817811 EDI NORBERTINA DE SOUZA GOUVEIA,0,268,0,0
33080577,0817059 ESCOLA MUNICIPAL JOANA ANGELICA,0,0,289,0
33080585,0817060 ESCOLA MUNICIPAL JOAO DAUDT DE OLIVEIRA,0,111,436,0
33080593,0817054 ESCOLA MUNICIPAL PROFESSOR JOAQUIM DA COSTA RIBEIRO,0,0,801,0
33080607,0817061 ESCOLA MUNICIPAL JOAQUIM EDSON DE CAMARGO,0,0,424,0
33080615,0817034 ESCOLA MUNICIPAL JORGE JABOUR,0,0,464,0
33080623,0817079 ESCOLA MUNICIPAL JORGE ZARUR,0,162,528,0
33080631,0817083 ESCOLA MUNICIPAL JORNALISTA SANDRO MOREYRA,0,0,807,0
33080640,0817009 ESCOLA MUNICIPAL JOSE MARIA BELLO,0,0,438,0
33080658,0817082 ESCOLA MUNICIPAL JOSE MAURO DE VASCONCELOS,0,0,606,0
33080666,0833027 ESCOLA MUNICIPAL JOSE PANCETTI,0,0,442,0
33080674,0817062 ESCOLA MUNICIPAL JOSE PIQUET CARNEIRO,0,0,389,0
33080682,0817022 ESCOLA MUNICIPAL PROFESSOR JULIO DE MESQUITA,0,0,414,0
33080690,0817010 ESCOLA MUNICIPAL LAURO MULLER,0,56,232,0
33080704,0817017 ESCOLA MUNICIPAL LEONARDO DA VINCI,0,127,208,0
33080712,0817018 ESCOLA MUNICIPAL LEONIDAS SOBRINHO PORTO,0,0,743,0
33080720,0833019 ESCOLA MUNICIPAL LIMA BARRETO,0,0,285,0
33080739,0833048 ESCOLA MUNICIPAL LUIS DA CAMARA CASCUDO,0,25,162,0
33080747,0817074 ESCOLA MUNICIPAL MARECHAL ALCIDES ETCHEGOYEN,0,0,557,0
33080755,0817063 ESCOLA MUNICIPAL MARIA QUITERIA,0,0,430,0
33080763,0817064 ESCOLA MUNICIPAL MARIETA DA CUNHA DA SILVA,0,0,466,0
33080771,0833016 ESCOLA MUNICIPAL MARIO CASASANTA,0,0,171,0
33080780,0817035 ESCOLA MUNICIPAL MARIO FERNANDES PINHEIRO,0,0,457,0
33080798,0833041 ESCOLA MUNICIPAL MIGUEL RAMALHO NOVO,0,0,624,0
33080801,0817019 ESCOLA MUNICIPAL MILTON CAMPOS,0,0,443,0
33080810,0817050 ESCOLA MUNICIPAL MOACYR PADILHA,0,0,466,0
33080828,0817020 ESCOLA MUNICIPAL NACOES UNIDAS,0,0,697,0
33080836,0833022 ESCOLA MUNICIPAL NICARAGUA,0,0,408,0
33080844,0817021 ESCOLA MUNICIPAL OHIGGINS,0,0,315,0
33080852,0817076 ESCOLA MUNICIPAL ORESTES BARBOSA,0,0,500,0
33080879,0817036 ESCOLA MUNICIPAL OSCAR THOMPSOM,0,109,503,0
33080887,0817065 ESCOLA MUNICIPAL PABLO PICASSO,0,0,253,0
33080895,0833036 ESCOLA MUNICIPAL PAULO MARANHAO,0,0,735,0
33080909,0833042 ESCOLA MUNICIPAL PADRE LEONEL FRANCA,0,0,483,0
33080917,0817051 ESCOLA MUNICIPAL PEDRO MOACYR,0,249,0,0
33080925,0833023 ESCOLA MUNICIPAL PINTOR LAZAR SEGALL,0,107,275,0
33080933,0833013 ESCOLA MUNICIPAL POLONIA,0,0,439,0
33080941,0817066 ESCOLA MUNICIPAL PRACINHA JOAO DA SILVA,0,0,643,0
33080950,0817084 ESCOLA MUNICIPAL PREFEITO JUAREZ ANTUNES,0,0,599,0
33080968,0833018 ESCOLA MUNICIPAL PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO,0,0,406,0
33080976,0817028 ESCOLA MUNICIPAL PRESIDENTE MEDICI,0,0,709,0
33080984,0833024 ESCOLA MUNICIPAL PRESIDENTE ROOSEVELT,0,0,292,0
33080992,0817037 ESCOLA MUNICIPAL PRESIDENTE WILSON,0,147,30,0
33081000,0833046 ESCOLA MUNICIPAL PROFESSOR AFONSO HENRIQUE SALDANHA,0,97,144,0
33081018,0817057 ESCOLA MUNICIPAL CLEMENTINO FRAGA,0,63,246,0
33081026,0817068 ESCOLA MUNICIPAL PROFESSOR FIRMO COSTA,0,200,59,0
33081034,0833501 ESCOLA MUNICIPAL PROFESSOR IVAN ROCCO MARCHI,0,0,251,0
33081042,0817055 ESCOLA MUNICIPAL PROFESSOR LAURO TRAVASSOS,0,228,1030,0
33081050,0817069 ESCOLA MUNICIPAL RAFAEL CORREA DE OLIVEIRA,0,46,187,0
33081069,0817038 ESCOLA MUNICIPAL RAINHA FABIOLA,0,0,478,0
33081077,0833026 ESCOLA MUNICIPAL RAMIZ GALVAO,0,0,315,0
33081085,0817046 ESCOLA MUNICIPAL RAUL FRANCISCO RYFF,0,47,358,0
33081093,0817070 ESCOLA MUNICIPAL ROBERTO SIMONSEN,0,0,374,0
33081107,0833040 ESCOLA MUNICIPAL RONDON,0,0,523,0
33081115,0817023 ESCOLA MUNICIPAL ROQUETE PINTO,0,73,176,0
33081123,0833007 ESCOLA MUNICIPAL ROSA DA FONSECA,0,0,639,0
33081131,0817071 ESCOLA MUNICIPAL RUBEM BERTA,0,0,797,0
33081140,0817039 ESCOLA MUNICIPAL SAMPAIO CORREA,0,0,533,0
33081158,0833034 ESCOLA MUNICIPAL SENADOR CAMARA,0,54,260,0
33081166,0817040 ESCOLA MUNICIPAL SANTA FRANCISCA XAVIER CABRINI,0,309,176,0
33081174,0833032 ESCOLA MUNICIPAL STELLA GUERRA DUVAL,47,99,362,0
33081182,0833031 ESCOLA MUNICIPAL TASSO DA SILVEIRA,0,0,629,0
33081190,0833043 ESCOLA MUNICIPAL TENENTE CEL PM EDUARDO VILLACA,0,97,335,0
33081204,0817042 ESCOLA MUNICIPAL THOME DE SOUZA,0,0,558,0
33081212,0817072 ESCOLA MUNICIPAL UBALDO DE OLIVEIRA,0,87,236,0
33081220,0817052 ESCOLA MUNICIPAL VILLA LOBOS,0,48,296,0
33081239,0833011 ESCOLA MUNICIPAL VISCONDE DE PORTO SEGURO,0,0,239,0
33081247,0817024 ESCOLA MUNICIPAL WALDIR AZEVEDO FRANCO,0,98,289,0
33081255,0817077 ESCOLA MUNICIPAL WOLF KLABIN,0,55,316,0
33081263,ESCOLA NOSSA SENHORA DO CARMO,11,51,517,0
33081328,CENTRO EDUCACIONAL ORION,33,96,405,92
33081336,JD INF CANTINHO DA CAMILA LTDA,36,68,74,0
33081433,CENTRO DE ENSINO ALICE SANTIAGO LTDA ME,20,29,85,0
33081441,CENTRO ESCOLAR MARQUES RODRIGUES LTDA,0,0,104,0
33081468,JAD ESC JOANINHA GR EST PRINCESA ISABEL,19,42,198,0
33081506,JD ESC SIMONIN,0,0,114,0
33081514,JARDIM ESCOLA SIMONIN LTDA FILIAL 2,43,46,0,0
33081557,JD ESC TIA ELENA,40,66,96,0
33081581,COLEGIO DOM MOTTA CUNHA LTDA-ME,3,5,128,0
33081603,LUARTE A CASA DO CURUMIM MATRIZ,35,95,559,97
33081620,ASSOCIACAO DE MORADORES DO CONJ PEDRO I E ADJACENCIAS,51,0,0,0
33081654,0918821 EDI PROFESSOR ENYR PORTILHO DE AVELLAR,146,198,0,0
33081662,0918811 EDI ISABEL,35,99,0,0
33081670,0918812 EDI PROFESSOR JORGE EUCLIDES PEREIRA NUNES,159,225,0,0
33081689,0918819 EDI JOARI,43,210,0,0
33081697,0918820 EDI ALMO SATURNINO,71,131,0,0
33081727,COLEGIO JOAO PAULO I LTDA-EPP,72,84,639,314
33081735,CENTRO ESCOLAR EDP,2,5,28,0
33081743,CIE MIECIMO DA SILVA,0,0,0,476
33081751,0918507 CIEP PROFESSOR DARCY RIBEIRO,0,0,468,0
33081760,0918510 CIEP ARMINDO MARCILIO DOUTEL DE ANDRADE,0,0,520,0
33081778,0918505 CIEP ANITA MALFATTI,0,134,650,0
33081786,0918205 CIEP CLAUDIO MANOEL DA COSTA,0,0,333,0
33081794,0918203 CIEP CLEMENTINA DE JESUS,0,0,484,0
33081808,0918508 CIEP DR ERNESTO CHE GUEVARA,0,94,341,0
33081816,0918201 CIEP ENGENHEIRO WAGNER GASPAR EMERY,0,266,776,0
33081824,0918504 CIEP FRANCISCO CAVALCANTE PONTES DE MIRANDA,0,144,396,0
33081832,0918511 CIEP HERIVELTO MARTINS,0,129,398,0
33081840,0918503 CIEP LAMARTINE BABO,0,55,374,0
33081859,0918509 CIEP NELSON MANDELA,0,78,275,0
33081867,1026201 CIEP POSSEIRO MARIO VAZ,0,0,1454,0
33081875,0918506 CIEP RAYMUNDO OTTONI DE CASTRO MAYA,0,119,537,0
33081913,COL ANTONIO DE PADUA,0,0,37,92
33082014,COL DE APLICACAO EMMANUEL LEONTSINIS,8,33,190,197
33082022,CE FRANCISCO CALDEIRA DE ALVARENGA,0,0,0,887
33082030,CE FREIRE ALLEMAO,0,0,0,106
33082049,CE PROFESSOR FERNANDO ANTONIO RAJA GABAGLIA,0,0,0,1781
33082081,COLEGIO LICEU CAMPO GRANDE,0,0,52,142
33082090,GINASIO NOVO RIO,0,0,397,0
33082103,COLEGIO NOSSA SENHORA DO ROSARIO,61,117,698,159
33082146,CE DOUTOR ALBERT SABIN,0,0,0,1986
33082200,EDUCANDARIO SAO FRANCISCO DE ASSIS,24,51,398,0
33082227,CE ALMIRANTE FRONTIN,0,0,0,104
33082235,CE AMAZONAS,0,0,0,639
33082251,CE BARAO DE SANTA MARGARIDA,0,0,0,0
33082286,CE GEORGE WASHINGTON,0,0,0,195
33082316,CE JOAO PROENCA,0,0,0,414
33082324,CE MONTEIRO LOBATO,0,0,0,0
33082332,CE PRESIDENTE ANTONIO CARLOS,0,0,0,315
33082340,CE PROFESSOR GONCALVES,0,0,0,0
33082359,CE PROFESSORA JUREMA PECANHA GIRAUD,0,0,0,326
33082375,CE RAINHA VITORIA,0,0,0,194
33082430,CE PROFESSOR VIEIRA FAZENDA,0,0,0,223
33082456,0918019 ESCOLA MUNICIPAL JOAO PROENCA,0,0,863,0
33082464,0918006 ESCOLA MUNICIPAL PROFESSOR AUGUSTO JOSE MACHADO,0,0,722,0
33082472,COLEGIO ADVENTISTA DE CAMPO GRANDE,27,137,758,180
33082480,0918610 CRECHE MUNICIPAL ESPERANCA DO AMANHA,58,33,0,0
33082545,0918001 ESCOLA MUNICIPAL ALBA CANIZARES DO NASCIMENTO,0,0,581,0
33082553,0918008 ESCOLA MUNICIPAL ALBERTO NEPOMUCENO,0,0,381,0
33082561,0918017 ESCOLA MUNICIPAL ALFREDO CESARIO ALVIM,0,83,315,0
33082570,0918058 ESCOLA MUNICIPAL ALMIRANTE FRONTIN,0,124,615,0
33082588,0918028 ESCOLA MUNICIPAL ALMIRANTE SALDANHA DA GAMA,0,0,298,0
33082596,0918078 ESCOLA MUNICIPAL ALZIRA ARAUJO,0,0,505,0
33082600,0918061 ESCOLA MUNICIPAL AMAZONAS,0,0,568,0
33082618,1026013 ESCOLA MUNICIPAL ANA NERI,0,47,159,0
33082626,0918041 ESCOLA MUNICIPAL ANTONIA VARGAS CUQUEJO,0,51,654,0
33082634,0918004 ESCOLA MUNICIPAL ATENAS,0,0,545,0
33082642,0918056 ESCOLA MUNICIPAL AUGUSTO VASCONCELOS,0,53,705,0
33082650,0918054 ESCOLA MUNICIPAL BALTAZAR LISBOA,0,0,821,0
33082669,0918010 ESCOLA MUNICIPAL BARAO DE SANTA MARGARIDA,0,0,951,0
33082677,0918047 ESCOLA MUNICIPAL BELISARIO PENA,0,0,336,0
33082685,0918068 ESCOLA MUNICIPAL BENJAMIN FRANKLIN,0,0,487,0
33082693,1026010 ESCOLA MUNICIPAL BERTHA LUTZ,0,0,595,0
33082707,0918052 ESCOLA MUNICIPAL CASEMIRO DE ABREU,0,0,611,0
33082715,0918022 ESCOLA MUNICIPAL CASTRO ALVES,0,179,703,0
33082723,0918072 ESCOLA MUNICIPAL GUANDU 0918072,0,54,372,0
33082731,0918071 ESCOLA MUNICIPAL CHARLES DICKENS,0,0,701,0
33082740,0918055 ESCOLA MUNICIPAL CHARLES PEGUY,0,51,303,0
33082758,0918080 ESCOLA MUNICIPAL COMUNIDADE JARDIM PEDREGOSO,0,76,226,0
33082766,0918079 ESCOLA MUNICIPAL CONSTANTINO MAGALHAES,0,107,475,0
33082774,0918081 ESCOLA MUNICIPAL CORA CORALINA,0,0,860,0
33082782,0918839 EDI DALILA TAVARES,73,89,0,0
33082790,1026016 ESCOLA MUNICIPAL DEBORAH MENDES DE MORAES,0,0,800,0
33082804,0918024 ESCOLA MUNICIPAL DOM MEINRADO,0,0,406,0
33082812,0918076 ESCOLA MUNICIPAL DR JAIR TAVARES DE OLIVEIRA,0,0,327,0
33082820,0918032 ESCOLA MUNICIPAL DOUTOR NELCY NORONHA,0,0,719,0
33082839,0918074 ESCOLA MUNICIPAL EMBAIXADOR ARAUJO CASTRO,0,0,502,0
33082847,1026008 ESCOLA MUNICIPAL ENGENHEIRO GASTAO RANGEL,0,0,965,0
33082855,0918044 ESCOLA MUNICIPAL ERNESTO NAZARETH,0,0,376,0
33082863,1026006 ESCOLA MUNICIPAL EUCLIDES DA CUNHA,0,53,343,0
33082871,1026014 ESCOLA MUNICIPAL EUCLIDES ROXO,0,46,255,0
33082880,0918838 EDI EUSTORGIO WANDERLEY,93,156,0,0
33082898,0918042 ESCOLA MUNICIPAL FERNANDO BARATA RIBEIRO,0,0,306,0
33082901,0918065 ESCOLA MUNICIPAL FERNANDO COSTA,0,52,389,0
33082910,1026011 ESCOLA MUNICIPAL FLORIPES ANGLADAS LUCAS,0,38,111,0
33082928,0918077 ESCOLA MUNICIPAL GASTAO PENALVA,0,0,530,0
33082936,0918031 ESCOLA MUNICIPAL GEORGE WASHINGTON,0,0,186,0
33082944,0918033 ESCOLA MUNICIPAL PROFESSOR GILBERTO BENTO DA SILVA,0,0,545,0
33082952,0918059 ESCOLA MUNICIPAL HALFELD,0,0,361,0
33082960,0918830 ESCOLA MUNICIPAL HENRIQUE DIAS,92,230,0,0
33082979,0918003 ESCOLA MUNICIPAL IVA GOMES RIBEIRO,0,47,240,0
33082987,0918818 EDI FRANCISCO JOSE DE MORAES,94,248,0,0
33082995,0918809 EDI CAMPO GRANDE,35,65,0,0
33083002,0918034 ESCOLA MUNICIPAL JESUS SOARES PEREIRA,0,0,588,0
33083010,0918810 EDI DOM BOSCO,73,220,0,0
33083029,1026001 ESCOLA MUNICIPAL JONATAS SERRANO,0,101,1232,0
33083037,0918060 ESCOLA MUNICIPAL JORGE DE LIMA,0,56,322,0
33083045,1026004 ESCOLA MUNICIPAL LEONCIO CORREIA,0,69,234,0
33083053,0918062 ESCOLA MUNICIPAL LUIZ EDMUNDO,0,0,517,0
33083061,0918005 ESCOLA MUNICIPAL LYCIO DE SOUZA CARVALHO,0,0,383,0
33083070,0918026 ESCOLA MUNICIPAL MAFALDA TEIXEIRA DE ALVARENGA,0,110,373,0
33083088,0918035 ESCOLA MUNICIPAL MANE GARRINCHA - ALEGRIA DO POVO,0,107,304,0
33083096,0918040 ESCOLA MUNICIPAL PROFESSORA MARITA DE VASCONCELOS,0,0,224,0
33083100,0918025 ESCOLA MUNICIPAL MIGUEL DE LARREINAGA,0,54,322,0
33083118,0918073 ESCOLA MUNICIPAL MINISTRO ADAUTO LUCIO CARDOSO,0,47,535,0
33083126,0918075 ESCOLA MUNICIPAL MINISTRO ALCIDES CARNEIRO,0,0,802,0
33083134,1026002 ESCOLA MUNICIPAL MONTEIRO LOBATO,0,0,760,0
33083142,1026005 ESCOLA MUNICIPAL NARCISA AMALIA,0,0,658,0
33083150,1026015 ESCOLA MUNICIPAL NESTOR VICTOR,0,0,593,0
33083169,1026009 ESCOLA MUNICIPAL PADRE JOSE MAURICIO,0,0,554,0
33083177,0918007 ESCOLA MUNICIPAL PRESIDENTE ANTONIO CARLOS,0,0,820,0
33083185,0918029 ESCOLA MUNICIPAL PRESIDENTE ARTHUR BERNARDES,0,75,701,0
33083193,0918502 ESCOLA MUNICIPAL PRESIDENTE NEREU RAMOS,0,89,271,0
33083207,0918012 ESCOLA MUNICIPAL PROFESSORA MARIA LUIZA LIMA E SILVA,0,0,545,0
33083215,1026003 ESCOLA MUNICIPAL PROFESSOR CASTILHO,0,96,725,0
33083223,0918083 ESCOLA MUNICIPAL PROFESSOR CASTRO REBELLO,0,0,432,0
33083231,0918021 ESCOLA MUNICIPAL PROFESSOR FELIPE SANTIAGO,0,0,579,0
33083240,0918051 ESCOLA MUNICIPAL PROFESSOR FLORIANO DE BRITO,0,49,143,0
33083258,0918501 ESCOLA MUNICIPAL PROFESSOR GONCALVES,0,53,209,0
33083266,0918011 ESCOLA MUNICIPAL PROFESSOR MANOEL MAURICIO,0,0,416,0
33083274,0918053 ESCOLA MUNICIPAL PROFESSOR MANUEL SAID ALI,0,0,381,0
33083282,0918002 ESCOLA MUNICIPAL PROFESSORA ORMINDA RODRIGUES,0,146,498,0
33083290,0918036 ESCOLA MUNICIPAL PROFESSOR PAULO SILVA,0,0,543,0
33083304,1026012 ESCOLA MUNICIPAL PROFESSOR VIEIRA FAZENDA,0,0,406,0
33083312,0918069 ESCOLA MUNICIPAL PROFESSORA JUREMA PECANHA GIRAUD,0,0,488,0
33083320,1026007 ESCOLA MUNICIPAL PROFESSORA LEOCADIA TORRES,0,0,1072,0
33083339,0918038 ESCOLA MUNICIPAL PUGILISTA VIRGULINO ISAIAS DE OLIVEIRA,0,0,289,0
33083347,0918064 ESCOLA MUNICIPAL RAINHA VITORIA,0,138,130,0
33083355,0918030 ESCOLA MUNICIPAL RAYMUNDO CORREA,0,44,311,0
33083363,0918049 ESCOLA MUNICIPAL RIO GRANDE DO NORTE,0,0,326,0
33083371,0918009 ESCOLA MUNICIPAL ROMULO GALLEGOS,0,78,546,0
33083380,0918020 ESCOLA MUNICIPAL ROSARIA TROTTA,0,0,644,0
33083398,0918027 ESCOLA MUNICIPAL RUBENS DE FARIAS NEVES,0,0,943,0
33083401,0918046 ESCOLA MUNICIPAL SAMUEL WAINER,0,0,363,0
33083410,0918039 ESCOLA MUNICIPAL SAO CAMILO DE LELIS,0,0,194,0
33083428,0918037 ESCOLA MUNICIPAL SANTA ISABEL,0,0,365,0
33083436,0918043 ESCOLA MUNICIPAL TENENTE GOES MONTEIRO,0,24,242,0
33083444,0918048 ESCOLA MUNICIPAL TEODORO SAMPAIO,0,0,457,0
33083452,0918057 ESCOLA MUNICIPAL TOQUIO,0,54,368,0
33083460,0918016 ESCOLA MUNICIPAL UBALDINA DIAS JACARE,0,0,360,0
33083479,0918013 ESCOLA MUNICIPAL VENEZUELA,0,0,389,0
33083487,0918045 ESCOLA MUNICIPAL VISCONDE DO RIO BRANCO,0,0,276,0
33083495,0918070 ESCOLA MUNICIPAL VON MARTIUS,0,0,315,0
33083517,ESCOLA RURAL SAO VICENTE DE PAULO,44,54,342,0
33083533,ESC STA BARBARA FILIAL 2,22,57,430,89
33083541,ESC STA BARBARA LTDA,48,98,538,170
33083550,CENTRO DE EDUCACAO E TECNOLOGIA DO GRANDE RIO,0,0,0,0
33083592,IE SARAH KUBITSCHEK,0,0,0,2397
33083606,INSTITUTO VINCLER,0,5,71,0
33083622,SOCIEDADE DE ENSINO FERNANDO PEDRO,31,53,461,0
33083690,JD ESC ESPLANADA,86,96,456,59
33083711,JD ESC GOLFINHO AMIGO E CENTRO EDUC PORTUGAL,0,0,362,0
33083770,JD ESC MORAD DO CPO G LTDA C E C BARRETO,69,73,464,123
33083789,JD E ESC NOVO HORIZONTE LTDA,6,43,139,0
33083916,SOCIEDADE EDUCACIONAL ESCOLA PERI LTDA,51,91,183,0
33083932,1019609 CRECHE MUNICIPAL CANTINHO DA TIA DOLORES,113,0,0,0
33083940,1019814 EDI CESARINHO,0,142,0,0
33083959,1019813 EDI GOUVEIAS,0,146,0,0
33083967,1019816 EDI GUANDU 1019816,0,144,0,0
33083975,1019815 EDI JOAO CORREA,121,558,0,0
33083983,1019817 EDI PROFESSORA ROSA MARIA ALVES DE OLIVEIRA,0,311,0,0
33083991,1019072 ESCOLA MUNICIPAL MARIA DE JESUS OLIVEIRA,0,123,515,0
33084009,1019819 EDI SAO FERNANDO,0,140,0,0
33084025,CEJA SENAI PACIENCIA,0,0,0,0
33084033,1019501 CIEP 1O DE MAIO,0,197,378,0
33084041,1019210 CIEP ALBERTO PASQUALINE,0,0,721,0
33084050,0817504 CIEP ANTONIO EVARISTO DE MORAES,83,131,347,0
33084068,1019206 CIEP BARAO DE ITARARE,0,423,840,0
33084076,1019207 CIEP DEPUTADO ULYSSES GUIMARAES,0,0,672,0
33084084,1019503 CIEP DR NELSON HUNGRIA,0,0,780,0
33084092,1019202 CIEP ISMAEL NERY,0,0,146,0
33084106,1019502 CIEP MAESTRO HEITOR VILLA LOBOS,0,228,504,0
